id,Title,Content
6995,"Clothing Repair Workshop","<p class=""p1"">Join us for a Free Clothing Fix-It event, hosted by the Frameworq Education Society at the Wesbrook Community Centre. All supplies, materials, and expertise will be provided to fix your favourite garments. Gain some valuable repair skills, all while helping divert textiles from the landfill.</p>
<p class=""p1"">All you need to do is bring a clothing item to be repaired!</p>
<p class=""p1"">This event has been made possible by a student-led project collaboration between the University Neighbourhoods Association and the UBC Faculty of Land and Food Systems as a part of the SEEDS Sustainability Program and will be taking place during our Earth Day 2019 celebration.</p>

<div class="""" data-block=""true"" data-editor=""c4iuq"" data-offset-key=""8bseu-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""8bseu-0-0""><span data-offset-key=""8bseu-0-0"">The Clothing Repair Workshop is open to everyone and no experience is necessary! </span>While you're there, check out other activities at the rest of our Earth Day 2019 event!</div>
</div>"
6998,"Earth Day 2019","<p class=""p1""><strong>Come celebrate Earth Day by learning about different ways we can care about the Earth and decrease our impact.</strong></p>

<ul>
 	<li class=""p1"">Kid’s games and activities</li>
 	<li class=""p1"">BYOM (bring your own mug) for free hot drinks</li>
 	<li class=""p1""><a href=""https://www.myuna.ca/event/clothing-repair-workshop/"">Clothing Repair Workshop</a> with Frameworq Education Society (from 11 am – 2 pm only)</li>
 	<li class=""p1"">Seed Exchange with UBC Seeds Lending Library</li>
 	<li>Seed Saving Workshop with FarmFolk CityFolk</li>
 	<li>UBC Farm Pop-up Market</li>
 	<li>Recycling Drive (Clothing, books, electronics)</li>
</ul>
<div class="""" data-block=""true"" data-editor=""3eiod"" data-offset-key=""bl89a-0-0""></div>
<p class=""p1"">This event is free. All ages are welcome!

<strong>Thank you to all of our community partners:</strong></p>

<ul>
 	<li><span data-contrast=""auto"">E-Motive</span></li>
 	<li><span data-contrast=""auto"">Evo</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">EnCorp</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">Developmental Disabilities Association</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">Frameworq</span><span data-contrast=""auto""> </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">UBC Farm</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">Pacific Spirit Park Society</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">UBC Library</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">FarmFolk</span><span data-contrast=""auto""> </span><span data-contrast=""auto"">CityFolk</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">Adam’s Apples</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">UBC Climate Hub</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
 	<li><span data-contrast=""auto"">UBC C + CP </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></li>
</ul>"
7011,"BMO Vancouver Marathon","<h1>BMO Vancouver Marathon</h1>
Date
<div class=""date""><span class=""date-display-single"">May 5, 2019 - <span class=""date-display-range""><span class=""date-display-start"">08:30</span> to <span class=""date-display-end"">13:00</span></span></span></div>
Location
<div class=""location"">Ministry of Transportation roadways - West 16th and Marine Drive</div>
To print the event advisory, pleaes click <a href=""https://planning.ubc.ca/sites/planning.ubc.ca/files/images/BMO%20Marathon.docx"">here.</a>

<strong>EVENT DETAILS</strong>

Organized by the Vancouver International Marathon Society, the BMO Vancouver Marathon is the only marathon in the city and will be celebrating its 45th Anniversary.  The marathon promotes Vancouver's active lifestyle, engaging participants and community partners to create a positive and memorable experience.

There will be approximately 15,000 participants.

5,000 spectators will be cheering on the participants along the route.

<strong>DETOURS</strong>

Botanical Garden maintained from northbound SW Marine Drive and westbound on West 16th Ave.

Rose Garden Parkade maintained via East Mall or Chancellor Blvd.

Driving FROM Wesbrook Village, travel eastbound on SW Marine Drive all the way to Richmond

Driving TO Wesbrook Village during the two-hour road closure will be more challenging.  To avoid delays and long detour routes, it is highly recommended to avoid travel during this period.  If travel is essential, the detour routes available include SW Marine Drive via Dunbar Street or Blenheim Street, or alternatively via West 10th Avenue/University Blvd to Wesbrook Mall.  Note - expect delays crossing West 16th Ave. as traffic will only be let through when there are gaps in between runners.

&nbsp;

Click <a href=""http://bmovanmarathon.ca/runvan-marathon/course-map-updates"">here</a> for general event information
<div class=""map""></div>"
7015,"Heart &amp; Stroke Foundation Big Bike","Date
<div class=""date""><span class=""date-display-single"">May 14, 2019 - <span class=""date-display-range""><span class=""date-display-start"">10:00</span> to <span class=""date-display-end"">18:00</span></span></span></div>
Location
<div class=""location"">Campus roads</div>
Annual fundraising event for the Heart &amp; Stroke Foundation.

The Big Bike is a 30-person bicycle with a Heart &amp; Stroke cyclist steering the bike.

The bike travels on roadways/concrete areas only and follows rules of the road but proceeds slower

Registration will be set up by Buchanan Tower against the tree line.

The trailer and truck will be parked outside of Buchanan Tower against the tree line

Click <a href=""https://secure-support.heartandstroke.ca/site/SPageServer?pagename=BB2018_home"" target=""_blank"" rel=""noopener noreferrer"">here</a> for further information or to register for the event
<div class=""map""><img src=""https://planning.ubc.ca/sites/planning.ubc.ca/files/UBC%20Route%20for%20F16.jpg"" width=""636"" height=""733"" /></div>"
7018,"UBC Spring Graduation","<div class=""row-fluid"">
<div class=""span12"">
<h3>Tuum est. The day is yours.</h3>
</div>
</div>
<div class=""row-fluid"">
<div class=""span4 offset1"">

Learn about your graduation day including how to get to the venue, the schedule of the day and reception details.

Use these resources as your roadmap to your monumental day shared with classmates, friends, family and the faculty that helped you get here.

<a href=""https://graduation.ubc.ca/event/"">Explore the event <i class=""icon-chevron-right""></i></a>
<h4>Share the excitement</h4>
Join the conversation by tweeting, posting and sharing your <a href=""https://graduation.ubc.ca/story/"">#UBCgrad</a> stories.

</div>
<div class=""span6""><img class=""alignnone"" src=""https://graduation.ubc.ca/files/2013/10/Graduation_Day_Student_Procession.jpg"" alt=""temp1"" /></div>
</div>"
7021,"Longest Day Road Race","Date: <span class=""date-display-single"">June 14, 2019 - <span class=""date-display-range""><span class=""date-display-start"">18:00</span> to <span class=""date-display-end"">21:00</span></span></span>

Location: Main Mall, Stadium Road, West 16th, SW Marine Drive, West Mall, Memorial Road, East Mall, Agricultural Road

To print details and map, click<a href=""https://planning.ubc.ca/sites/planning.ubc.ca/files/images/Longest%20Day%20Road%20Race_1.pdf""> </a><a href=""https://planning.ubc.ca/sites/planning.ubc.ca/files/images/Longest%20Day%20Road%20Race_2.pdf"">here</a>

<strong>Event Details:</strong>

Setup at 9:00am.  Takedown to 10:30pm

1,600 participants; 300 spectators, 250 event staff.

Fundraiser for the Thunderbird Track &amp; Field, with part proceeds going to the Juvenilr Diabetes Resaerch Foundation

Start on Stadium Road at Main Mall.

Finish line and event fair at Thunderbird Stadium parking lot

Access to St. John Hospice maintained at all times via SW Marine Drive and West Mall  to Stadium Road

Building access to be maintained at all times via gaps in runners.

Sound system will be used at finish line from 5:30pm - 9:00pm to announce runners and awards at levels that will not impact Hospice residents.

Non-amplified music will be playing at various points on Main Mall - Koerner Plaza, at Agricultural Road, around Martha Piper Plaza, Fairview Commons and Main Mall grass meridian between Kaiser and The Barn Daycare..

To minimize disruption to the residents, Main Mall from Thunderbird Blvd to Stadium Road will be designated as a ""quiet"" and ""no cheer"" zone.

Food and alcohol will be served to the participants at the Stadium parking lot.

Further information will be posted closer to the event.
<div class=""map""></div>"
7031,"Scotiabank Half Marathon and 5K","Date: <span class=""date-display-single"">June 23, 2019 - <span class=""date-display-range""><span class=""date-display-start"">07:30</span> to <span class=""date-display-end"">09:00</span></span></span>

Location: East Mall, West 16th Avenue and Marine Drive

<strong>Event Details</strong>
<ul>
 	<li>4,500 participants</li>
 	<li>Setup 4:00am / Takedown to 9:30am</li>
 	<li>In support of 75 local charities</li>
 	<li>Start on East Mall</li>
 	<li>No parking on west side of East Mall</li>
 	<li>Access to St. John Hospice via West Mall from 7:15am - 7:45am</li>
</ul>
&nbsp;"
7039,"Run Canada Day","<h1 class=""post-title entry-title""><strong style=""font-size: 14px"">Get in the spirit of  CANADA DAY!  Come run the beautiful trails of Pacific Spirit Park at the RUN CANADA DAY 10K/5K and 1K Kids Run and then enjoy post race refreshments and a Canada Day cake in UBC Wesbrook Village.</strong></h1>
<div class=""entry-content clearfix"">

<strong>Where:</strong> UBC Wesbrook Village – UBC Running Room
<strong>Date:</strong> Monday, July 1, 2019
<h4><strong>Race Start Tim</strong>e<strong>:</strong></h4>
<ul>
 	<li><strong>Warm-up and stretching </strong>– 9:45 am</li>
 	<li><strong>10K Run/Walk – </strong>10:10 am</li>
 	<li><strong>5K Run/Walk – </strong>10:05 am</li>
 	<li><strong>Kids Run – </strong>10:00 am</li>
</ul>
<h4><strong>Chip Timing: </strong>The 10k and 5k will be timed by <a href=""http://www.startlinetiming.com/"" target=""_blank"" rel=""noopener noreferrer"">Startline Timing</a>.</h4>
<h4 align=""left""><strong>Race Kit Pickup:</strong></h4>
<div align=""left"">
<ul>
 	<li><strong>Wednesday, June 26 – 2:00 pm to 8:00 pm
Denman Running Room, 679 Denman St., Vancouver, BC
</strong><strong>
</strong></li>
 	<li><strong>Sunday, June 30 – 12:00 pm (noon) to 6:00 pm
UBC Running Room – <a href=""http://www.runningroom.com/hm/inside.php?id=4442"" target=""_blank"" rel=""noopener noreferrer"">View Map</a>
</strong>Wesbrook Village
3308 Wesbrook Mall
Vancouver, BC V6S 0A8
Ph: (604) 221-1685</li>
 	<li><strong>Race Day, July 1 – 8:15 am to 9:15 am (for those coming from out of town)
UBC Running Room – <a href=""http://www.runningroom.com/hm/inside.php?id=4442"" target=""_blank"" rel=""noopener noreferrer"">View Map</a></strong></li>
</ul>
</div>
<strong><a title=""Course Maps"" href=""http://www.runcanadaday.com/?page_id=731"">Course Maps
</a></strong>

<strong>Awards/Prizes Ceremony: </strong>Will take place at 11:30 beside Save-on-Foods at the BBQ
<h4><strong>Schedule of Events</strong></h4>
<table border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96"">
<p align=""left""><strong>Time</strong></p>
</td>
<td valign=""top"" width=""328"">
<p align=""left""><strong>Event</strong></p>
</td>
</tr>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96"">
<p align=""left"">9:30am</p>
</td>
<td valign=""top"" width=""328"">Kids Zone Opens</td>
</tr>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96""></td>
<td valign=""top"" width=""328""></td>
</tr>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96"">
<p align=""left"">9:55am</p>
</td>
<td valign=""top"" width=""328"">Singing of National Anthem</td>
</tr>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96""></td>
<td valign=""top"" width=""328""></td>
</tr>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96"">
<p align=""left"">10am</p>
</td>
<td valign=""bottom"" width=""328"">Canada Day Run</td>
</tr>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96"">
<p align=""left"">10:30am</p>
</td>
<td valign=""top"" width=""328"">Hotdog BBQ</td>
</tr>
<tr>
<td valign=""top"" nowrap=""nowrap"" width=""96""></td>
<td valign=""top"" width=""328""></td>
</tr>
</tbody>
</table>
</div>
&nbsp;

<img class=""alignnone size-large wp-image-7040"" src=""https://www.myuna.ca/wp-content/uploads/2019/04/Run-Canada-Run-Map_Page_8-1024x791.jpg"" alt="""" width=""1024"" height=""791"" />"
7058,"Courtyard Sale: Peonies, Pelargoniums &amp; Prized Perennials","<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">Presented by the Friends of the Garden volunteers: a plant sale worth waiting for! Featuring prized peonies, unique pelargoniums propagated by the FOGs, hardy perennials and planted pots. Special prices one day only. Following the sale, Shop in the Garden will be open until 5 pm.</div>
<div></div>
<div class=""column"">Bring your gardening questions to on-site Master Gardeners and Hortline experts. Greenheart TreeWalk will be hosting drop-in tours at 11:30 am (Mandarin) and 2 pm (English).</div>
</div>
</div>
<div class=""page"" title=""Page 1"">
<div>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">

&nbsp;

Feature image: <em>Paeonia</em> ‘Candy Cane’ (Itoh Hybrid) by Kato’s Nursery

</div>
</div>
</div>
</div>
</div>
</div>
</div>"
7069,"Can biodiversity adapt to climate change?","Organisms around the world are already responding to our changing climate; some birds are laying their eggs earlier in warmer weather, and a variety of plants have developed a greater resistance to drought. So should we be more optimistic about the capacity of biodiversity to adapt to climate change?

Join researcher Ophelie Ronce for a fascinating one hour talk addressing this complex question!

<em>Included with museum admission or membership</em>"
7073,"Nocturnal: Museum as Muse","Join us for an evening with artist Catherine M. Stewart, creator of our feature exhibition Skin &amp; Bones, as we celebrate the release of two new books based on her exhibits at the Beaty!

Catherine will speak about her work combining scientific specimens with photography and fashion collections - using the museum as her artistic muse.

<em>Admission by donation</em>

For more info, and to let us know you're coming, <a href=""https://www.facebook.com/events/668155226989022/"">check out our Facebook event</a>!"
7077,"Way Cool 100","Join us for our 100th Sunday exploring and celebrating the natural world!

A family friendly afternoon of short talks from seaweed to dinosaur teeth, followed by cake in our Biodiversity Courtyard!

<em>Free with museum admission or membership</em>

To find out more, and let us know you're coming, <a href=""https://www.facebook.com/events/314647362555461/"">check out our Facebook event</a>!"
7096,"UBC Botanical Garden: Horticulture Training Program Info Session","Do you love plants? Are you interested in a career in horticulture? Are you currently a horticulture professional and want to take the next step in your career? If you answered yes to any of these questions then check out UBC Botanical Garden’s Horticulture Training Program. The instructors will provide a short presentation and you will have an opportunity to ask questions. The application deadline of May 1 has been extended until May 15. Do not miss this opportunity to learn about this exciting program. <a href=""https://botanicalgarden.ubc.ca/learn/horticulture-training-program/"" target=""_blank"" rel=""noopener noreferrer"">Learn more</a> about the Horticulture Training Program."
7134,"Jane's Walk 2019","Join us for a Jane's Walk this year with <a href=""https://faculty-staff.ubc.ca/2018/06/29/man-with-a-plan-ubcs-landscape-architect/"">Dean Gregory</a>, University Landscape Architect at Campus &amp; Community Planning.

Jane’s Walks are free, locally organized walking tours that give people the opportunity to get together to explore and celebrate their neighbourhoods.

The tour will feature recently completed projects and projects underway will be visited including Library Garden, University Commons, the Bosque, MacInnes Field and University Boulevard will reveal how UBC’s plans and ambitions around the public realm, resiliency, biodiversity, climate change, zero waste, community engagement, and ecological and human wellbeing manifest in the texture of the evolving campus.

<strong>When:  Friday, May 3, 2019, 12:00-1:00</strong>
<strong>Where: Meet outside Robert H Lee Alumni Centre</strong>

For more information about Jane’s Walk, visit their <a href=""http://www.janeswalk.org/"">website</a>.

<a href=""https://utown.ubc.ca/mustafa.akhtar%40ubc.ca"">Contact us</a> for more information, or <a href=""https://utown.ubc.ca/discovering-utownubc/utownubc-community-programs/safe-sustainable-transportation-month/janes-walk"">register online</a>."
7137,"World Tuesday Night Championships Bike Race","<strong>Event Details:</strong>
<ul>
 	<li>Tuesdays from May 7th to August 29th, but may not occur on every Tuesday</li>
 	<li>Clockwise from Stadium Road and Main Mall to East Mall, West 16th Avenue, SW Marine Drive and Stadium Road back to Main Mall.</li>
 	<li>Cyclists ride at higher speeds and follow rules of the road, but close a lane for their event because of the high cycling speeds</li>
 	<li>Course marshalls and traffic control personnel (TCP) will be placed along the course to ensure the safety of cyclists and bring awareness to the comunity that the event is in progress</li>
 	<li>Short delays may occur before traffic is permitted to cross the reserved lane behind the cyclists</li>
 	<li>Food and beverage will not be served</li>
 	<li>Sound system will not be used</li>
</ul>
Print event details here <a href=""https://www.myuna.ca/wp-content/uploads/2019/04/World-tuesday-night-Championship-bike-race.pdf"">World tuesday night Championship bike race</a>"
7145,"World Tuesday Night Championships Bike Race","<strong>Event Details:</strong>
<ul>
 	<li>Tuesdays from May 7th to August 29th, but may not occur on every Tuesday</li>
 	<li>Clockwise from Stadium Road and Main Mall to East Mall, West 16th Avenue, SW Marine Drive and Stadium Road back to Main Mall.</li>
 	<li>Cyclists ride at higher speeds and follow rules of the road, but close a lane for their event because of the high cycling speeds</li>
 	<li>Course marshalls and traffic control personnel (TCP) will be placed along the course to ensure the safety of cyclists and bring awareness to the community that the event is in progress</li>
 	<li>Short delays may occur before traffic is permitted to cross the reserved lane behind the cyclists</li>
 	<li>Food and beverage will not be served</li>
 	<li>Sound system will not be used</li>
</ul>
Print event details here <a href=""https://www.myuna.ca/wp-content/uploads/2019/04/World-tuesday-night-Championship-bike-race.pdf"">World tuesday night Championship bike race</a>"
7153,"UBC Botanical Garden: Native Plant ID and Plant Pressing Walkshop","<p style=""font-weight: 400"">Join us for a walk in the Garden exploring native plants and plant pressing. This 'walkshop' will introduce some<b><strong> </strong></b>common native plants and how to identify them, their uses, and techniques for pressing and drying plants.</p>
Participants will learn:
<ul style=""font-weight: 400"">
 	<li>How to identify some native plants and plant-specific characteristics</li>
 	<li>Ways in which native plants are used culturally and socially</li>
 	<li>Method of preparing, pressing, and drying plants</li>
 	<li>How the Garden's dried plant collection is used for scientific research</li>
</ul>"
7186,"Shoppers. Loves. You. Run For Women","Join Shopper's Drug Mart at the SHOPPERS LOVE. YOU. Run for Women in support of Mental Health Programs at the B.C. Women's Hospital! Register today to be apart of the largest event series supporting Women's Mental Health Programs in Canada. Click the link below to register and you'll also receive our race shirt, finisher's bracelet and finisher's swag bag on event day! There’ll also be a Kids Zone with face-painters and a bouncy castle courtesy of UBC Rec!

The SHOPPERS LOVE. YOU. Run for Women  has raised over $3.4 million dollars for local mental health services. Every dollar raised supports mothers, daughters, and friends through the funding of programs that allow women to take that next step to recovery. Run for Women is a celebration of the healing power of a loving community. Research shows that running and walking is as effective as taking medication for mild to moderate depression and anxiety. When we come together to walk or run with friends, we experience that exercise can heal the mind and restore the soul.

<b>Event Schedule</b>:

8:00AM - Kids Zone &amp; Face-Painter

8:30AM - 1K Little Steps

8:55AM - Welcome Ceremony and Warm-up

9:15AM - 10K Race Start

9:30AM - 5K Race Start"
7203,"Bike to Work Week Celebration Station","<strong>Wednesday, May 29, 4:00-6:00 pm</strong>
Lee Square, by the UBC Bookstore

Stop by the our Celebration Station for bike-friendly fun and enter to win prizes.
<ul>
 	<li>Free tune-ups by <a href=""http://thebikekitchen.com/"" data-cke-saved-href=""http://thebikekitchen.com/"">The Bike Kitchen</a></li>
 	<li><a href=""https://www.translink.ca/Rider-Guide/Bikes-on-Transit/Bikes-on-Buses.aspx"" data-cke-saved-href=""https://www.translink.ca/Rider-Guide/Bikes-on-Transit/Bikes-on-Buses.aspx"">TransLink </a>bike racks to practice putting your bike on the bus</li>
 	<li>Register your bike for free with <a href=""https://planning.ubc.ca/vancouver/transportation/transportation-options/cycling/project-529-garage-anti-bike-theft-registration-ubc"" data-cke-saved-href=""https://planning.ubc.ca/vancouver/transportation/transportation-options/cycling/project-529-garage-anti-bike-theft-registration-ubc"">Project 529</a>, an anti-theft bike program and recovery service</li>
 	<li>Bike lock demos by <a href=""https://security.ubc.ca/"" data-cke-saved-href=""https://security.ubc.ca/"">UBC Campus Security</a></li>
 	<li>Cycling route maps</li>
 	<li>Free coffee and snacks from <a href=""http://www.food.ubc.ca/"" data-cke-saved-href=""http://www.food.ubc.ca/"">UBC Food Services</a> and <a href=""http://btww.ca/"" data-cke-saved-href=""http://btww.ca"">HUB</a></li>
 	<li>Enter to win great prizes including a bike lock from UBC Bookstore and a ""365 Day Plus"" Mobi membership (valued at $129)</li>
 	<li><a href=""https://www.citr.ca/"" data-cke-saved-href=""https://www.citr.ca/"">CiTR </a>providing music</li>
</ul>
<a href=""http://planning.ubc.ca/btww"" target=""_blank"" rel=""noopener noreferrer""><strong>Planning.ubc.ca/btww</strong></a>"
7210,"A Queer Century, 1869-1969: A Rare Books Exhibition (Final Day)","In June 2019, look out for a new exhibition, ""A Queer Century, 1869-1969,"" which will open officially for the Congress of Humanities and Social Sciences, which will be held at the University of British Columbia in Vancouver on the traditional, ancestral, and unceded territory of the Musqueam people. Hosted by UBC Rare Books and Special Collections (RBSC) and presented by the Queer Collections Project, the exhibition will mark two important anniversaries: the emergence of homosexuality as a named concept in Germany in 1868/69 and the fiftieth anniversary of its decriminalization in Canada in 1969.

June 31 marks the final day of this exhibition."
7218,"Blood Pressure Clinic","May Measurement Month (MMM) is a global awareness campaign spearheaded by the <a href=""http://ish-world.com/index.htm"">International Society of Hypertension</a> (ISH).

As a part of this campaign, Wesbrook Community Centre will host a blood pressure screening clinic on May 22, 2019. Get your blood pressure checked for FREE by healthcare professionals and find out whether or not you are at risk."
7224,"Nocturnal: Emergent Behaviour","Vancouver's Tempest Flute Ensemble present Emergent Behaviour: a series of new music compositions that respond to the museum's permanent collections and our Skin &amp; Bones exhibition.

<em>Admission by donation</em>"
7255,"Community Yard Sale","The UNA is hosting the annual Community Yard Sale. Be sure to attend and support re-use within our community. This is a great chance to pass on your treasures and also find new ones.

Make sure to bring a mug for free hot drinks!

Register before June 8 to reserve a spot.

<strong>Register here</strong>

Option 1: <a href=""https://ca.apm.activecommunities.com/myunarecreation/Activity_Search/2019-yard-sale-bring-your-own-table/5954"">Bring your own table </a>
Option 2: <a href=""https://ca.apm.activecommunities.com/myunarecreation/Activity_Search/2019-yard-sale-rent-a-table/5578"">Rent a table</a>"
7267,"Baccalaureate Concert","The Baccalaureate Concert is a free annual concert in honour of our graduating students, featuring outstanding young artists from the UBC School of Music. The evening includes music by Mozart, Bernstein, Ravel, and Piazzolla and more; a jazzy piano solo by a student composer; and a nine-piece jazz band. Adding to the celebratory music making is a special guest appearance by UBC President Santa J. Ono performing cello in one of the chamber groups."
7286,"Tough Toddler","<h3>Does your toddler have what it takes… to lead your family through a day of running, tumbling, jumping and fun?</h3>
You won’t have to be “yeh big” to join this action! Join us on Sunday, June 23 for an amusing day of outdoor activities designed for toddlers and the entire family.

No one gets stuck in the stroller when you’ve got:
<ul>
 	<li>Fun obstacle games</li>
 	<li>DJ &amp; music</li>
 	<li>Info booths</li>
 	<li>Food Trucks</li>
 	<li>Face painting</li>
 	<li>And more</li>
</ul>
<strong>Where: </strong>UPDATE: Due to weather, this event is being moved to the Robert F. Osborne Centre at 6108 Thunderbird Boulevard
<strong>When: </strong>Sunday, June 23, 10 AM to 2 PM
<strong>Who: </strong>Families and kids of all ages are welcome

Event is free, but a waiver is required for participation."
7298,"Asian Language Storytime","The Asian Library and the University Neighbourhood Association (UNA) are collaborating to present Asian Language Storytime on Sunday, June 2 from 10 a.m. until 2 p.m. during Congress 2019. The event will include storytellers reading picture books in Chinese (Cantonese and Mandarin), Hindi, Japanese, Korean and Punjabi with English-language translations. The program will include breaks with fun activities, as well as Informal Reading Circles, where participants will be able to interact with multiple storytellers highlighting stories from other Asian Languages."
7303,"Pause for Paws","Pause for Paws is a free event open to everyone. Youth, students and parents are invited to take a pause from their life's stressors with a day of self-care, learning and relaxation. Guests are encouraged to attend the entire event and those who attend the opening speech and <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2FJack.ORG%2F%3Ffbclid%3DIwAR3YECe7HpMttQaIf5Gqj0zqtiArv_Ig__dMYjJJsFIp8D15afljr5mYbQI&amp;h=AT33DepTmEVgbPKlsAUN670QYkZHHNDtHZIGy71ajFjaixcdRL-DDa7rV4JwzVyiG9UVTctXnQdv4gYYoWzOC4L8UUm8gSqNScQP0axPS4LbuTmoTPLjKAF2_NeeG9aNcKAuIww"" target=""_blank"" rel=""nofollow noopener noreferrer"" data-lynx-mode=""hover"">Jack.ORG</a> lecture will get priority access to dog therapy. We hope that all participants will leave with a new perspective towards mental health, taking care of yourself, and helping others.

<strong>This event will include:</strong>
<ul>
 	<li>Dog Therapy by Vancouver EcoVillage (1p.m. to 3p.m.)</li>
 	<li>Youth Art Exhibition (11a.m. to 4p.m.)</li>
 	<li>Opening Speech &amp; Open Lecture lead by a Jack.ORG Youth Speaker (12p.m. to 1p.m.)</li>
 	<li>20 minute Yoga Classes (1p.m. and 1:20p.m.)</li>
 	<li>Refreshments</li>
</ul>
This event has been organized by the Youth Mental Health Symposium Committee and is made possible by Canada Service Corps, TakingITGlobal and Vancouver's EcoVillage."
7359,"Nocturnal: Meet the Pollinators","It’s summer again, and all around us pollinators are hard at work keeping our ecosystems healthy. But can you tell a bee from a wasp? And why does it matter?

Join our entomology team for an evening at the museum to learn more about how pollinators do what they do, and why it’s important for us to be able to tell them apart!"
7363,"Sea Monsters are Way Cool because...","There be monsters here… Sailors have been spinning yarns since the first ship was invented. Giant octopuses, mermaids, and sea serpents haunt our dreams and nightmares. But where did these legends come from?

Join <a href=""http://www.emmashelford.com/"">Dr. Emma Shelford</a>, oceanography doctorate and author of nine fantasy novels, to examine the stories behind fantastical sea monsters and discover that fact is often way cooler than fiction."
7377,"Artemisia Duo | Amphitheatre Summer Series 2019","Join us in the Roseline Sturdy Amphitheatre for our Summer Series. We’ve got a mix of entertaining performances lined up throughout the summer.

Formed in 2015, Artemisia Duo is an ensemble comprised of flutist Emily Richardson and pianist Susan Xia. Emily and Susan are committed to increasing community engagement in the arts and perform outreach concerts in order to give back to the community. While they enjoy playing various genres and styles of music, they are especially passionate about making classical music accessible to all audiences.

&nbsp;

<strong>Explore the rest of our Summer Series 2019 lineup:</strong>
July 18: <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/the-hot-teas-amphitheatre-summer-series-2019/"">The Hot Teas</a>
August 15: <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/rumour-mill-amphitheatre-summer-series-2019/"">Rumour Mill</a>"
7381,"The Hot Teas | Amphitheatre Summer Series 2019","Join us in the Roseline Sturdy Amphitheatre for our Summer Series. We’ve got a mix of entertaining performances lined up throughout the summer.

The Hot Teas are a Vancouver-based a cappella group singing everything from pop to indie to electronic music. Graduates of UBC, they are young professionals by day and performers by night, with each singer bringing a breadth of a cappella experience.

This dynamic group rehearses over cups of hot tea and laughter, blending friendship and a love of harmony into a signature style for the past five years.

&nbsp;

<strong>Explore the rest of our Summer Series 2019 lineup:</strong>
June 20: <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/artemisia-duo-amphitheatre-summer-series-2019/"">Artemisia Duo</a>
August 15: <a href=""https://botanicalgarden.ubc.ca/news-events/events-activities/rumour-mill-amphitheatre-summer-series-2019/"">Rumour Mill</a>"
